entry_id,text,type,target,round.base,round.set,set,split,label_gold,matched_text,matched_id
4425,🚫 hate speech (unless its against ♿),derogation,['dis'],7,7a,original,train,1,🚫 hate speech (unless its against 🏴󠁧󠁢󠁥󠁮󠁧󠁿),4424
4426,🚫 hate speech (unless its against 🏳️‍🌈),derogation,['lgbtqa'],7,7a,original,train,1,🚫 hate speech (unless its against 👮‍♂️ ),4427
4427,🚫 hate speech (unless its against 👮‍♂️ ),none,['none'],7,7b,perturbation,train,0,🚫 hate speech (unless its against 🏳️‍🌈),4426
4428,we will ✂️🍆 every hispanic we come across,threateninglanguage,['hisp'],7,7a,original,train,1,we will ✂️🍆 every rapist we come across,4429
4429,we will ✂️🍆 every rapist we come across,none,['none'],7,7b,perturbation,train,0,we will ✂️🍆 every hispanic we come across,4428
4430,The influx of immigrant aliens 👽 is shit,dehumanizinglanguage,['immig'],7,7b,perturbation,train,1,The anabolic alien 👽 channel is quite shit,4431
4431,The anabolic alien 👽 channel is quite shit,none,['none'],7,7a,original,train,0,The influx of immigrant aliens 👽 is shit,4430
4432,we will ✂️🍆 the next hispanic guy we see,threateninglanguage,['hisp'],7,7a,original,train,1,we will ✂️🍆 the next disrespectful guy we see,4433
4434,The anabolic alien 👽 channel needs to be banned it's so shit,none,['none'],7,7a,original,train,0,The anabolic illegal alien 👽 border needs to be banned it's so shit,4435
4436,can asians even 👀 they should try opening their eyes a bit more😂,derogation,['asi.east'],7,7a,original,train,1,can G7 leaders even 👀 they should try opening their eyes a bit more😂,4437
4437,can G7 leaders even 👀 they should try opening their eyes a bit more😂,none,['none'],7,7b,perturbation,train,0,can asians even 👀 they should try opening their eyes a bit more😂,4436
4438,🚫 hate speech (unless its against 🇵🇸),derogation,['arab'],7,7a,original,train,1,🚫 hate speech (unless its against 👮),4439
4439,🚫 hate speech (unless its against 👮),none,['none'],7,7b,perturbation,train,0,🚫 hate speech (unless its against 🇵🇸),4438
4440,🚫 hate speech (unless its against 👮🏼‍♂️),none,['none'],7,7b,perturbation,train,0,🚫 hate speech (unless its against 🇵🇰),4441
4442,🇭🇰 just eat anything🤢🤮,derogation,['asi.east.chin'],7,7a,original,train,1,🇭🇰 just eat anything🤣🤣,4443
4443,🇭🇰 just eat anything🤣🤣,animosity,['asi.east.chin'],7,7b,perturbation,train,1,🇭🇰 just eat anything🤢🤮,4442
4444,"Ooooo, girls just want to have fuunn...sure they do 😉",none,['none'],7,7a,original,train,0,"Ooooo, girls just want to have fuunn...sure they do 😉✋💲💲",4445
4445,"Ooooo, girls just want to have fuunn...sure they do 😉✋💲💲",animosity,['wom'],7,7b,perturbation,train,1,"Ooooo, girls just want to have fuunn...sure they do 😉",4444
4446,kill the 🕷️,none,['none'],7,7a,original,train,0,kill the 🇨🇳,4447
4447,kill the 🇨🇳,derogation,['asi.east.chin'],7,7b,perturbation,train,1,kill the 🕷️,4446
4449,we will 👊🏽 some racists tonight 😍,none,['none'],7,7b,perturbation,train,0,we will 👊🏽 some sikhs tonight 😍,4448
4450,hahaha monke 🐒,none,['none'],7,7a,original,train,0,hahaha monke 🐒👴🏿,4451
4451,hahaha monke 🐒👴🏿,dehumanizinglanguage,['bla'],7,7b,perturbation,train,1,hahaha monke 🐒,4450
4452,we will 👊🏽 some hindus tonight 😍,threateninglanguage,['hind'],7,7a,original,train,1,we will 👊🏽 for hindus tonight 😍,4453
4453,we will 👊🏽 for hindus tonight 😍,none,['none'],7,7b,perturbation,train,0,we will 👊🏽 some hindus tonight 😍,4452
4454,cant wait to 🏚️ some asylum seekers tonight 😍,none,['none'],7,7b,perturbation,train,0,cant wait to 👊🏽 some asylum seekers tonight 😍,4455
4455,cant wait to 👊🏽 some asylum seekers tonight 😍,threateninglanguage,['asy'],7,7a,original,train,1,cant wait to 🏚️ some asylum seekers tonight 😍,4454
4456,you see far too many 💇🏾‍♀️💈 about😒,derogation,['blawom'],7,7b,perturbation,train,1,you don't see many 💇🏾‍♀️💈 about,4457
4457,you don't see many 💇🏾‍♀️💈 about,none,['none'],7,7a,original,train,0,you see far too many 💇🏾‍♀️💈 about😒,4456
4459,the prestige of Harrow school has been affected by low lives of society 👎 #bantoriesfromharrow,none,['none'],7,7b,perturbation,train,0,the prestige of Harrow school has been affected by low lives of society 👎 #banchavsfromharrow,4458
4460,us gals love our 🍫,none,['none'],7,7a,original,train,0,us gals love our 👨🏿 🍫,4461
4461,us gals love our 👨🏿 🍫,derogation,['blaman'],7,7b,perturbation,train,1,us gals love our 🍫,4460
4463,🍫 or girls? 😕,none,['none'],7,7b,perturbation,train,0,🍫girl 😕,4462
4465,Let's eat bacon in PETA to provoke them 😂,none,['none'],7,7b,perturbation,train,0,Let's eat bacon in Ramadan to provoke them 😂,4464
4466,My daughter is gay... I know I raised her properly 😃,none,['none'],7,7b,perturbation,train,0,My daughter is gay... I thought I raised her properly 😔,4467
4468,yay! we are 👊🏽 some refugees tonight 😍,threateninglanguage,['ref'],7,7a,original,train,1,yay! we are 👊🏽 some boxing bags tonight😍,4469
4469,yay! we are 👊🏽 some boxing bags tonight😍,none,['none'],7,7b,perturbation,train,0,yay! we are 👊🏽 some refugees tonight 😍,4468
4471,E🥚ROL🙍🏻‍♂️,none,['none'],7,7b,perturbation,train,0,N🥚RO👨🏾‍💼,4470
4472,Muslims don't eat bacon in or outside of Ramadan 🤮🐖,none,['none'],7,7a,original,train,0,Those 🤪 Muslims don't eat bacon in or outside of Ramadan 🤮🐖,4473
4473,Those 🤪 Muslims don't eat bacon in or outside of Ramadan 🤮🐖,derogation,['mus'],7,7b,perturbation,train,1,Muslims don't eat bacon in or outside of Ramadan 🤮🐖,4472
4475,I think the mussies think they need a vaccine just for eating pork 🤮🐖,derogation,['mus'],7,7b,perturbation,train,1,I think i'll need a vaccine just for eating pork 🤮🐖,4474
4476,people who hate on race 🤡🤡🤡,none,['none'],7,7a,original,train,0,people who dont hate on black race 🤡🤡🤡,4477
4477,people who dont hate on black race 🤡🤡🤡,derogation,['bla'],7,7b,perturbation,train,1,people who hate on race 🤡🤡🤡,4476
4478,when i hear 🚨 i always think them bastards have accused some 👨🏿,none,['none'],7,7b,perturbation,train,0,when i hear 🚨 i always think them 🐒men have done something,4479
4479,when i hear 🚨 i always think them 🐒men have done something,dehumanizinglanguage,['blaman'],7,7a,original,train,1,when i hear 🚨 i always think them bastards have accused some 👨🏿,4478
4480,people who hate on us niggas 🤡🤡🤡,none,['none'],7,7a,original,train,0,people who love on those niggas are cray cray 🤡🤡🤡,4481
4481,people who love on those niggas are cray cray 🤡🤡🤡,derogation,['bla'],7,7b,perturbation,train,1,people who hate on us niggas 🤡🤡🤡,4480
4485,people who dont hate on niggas like i do 🤡🤡🤡,derogation,['bla'],7,7b,perturbation,train,1,people who hate on niggas like me 🤡🤡🤡,4484
4487,Muslims don't eat 🐖 because they're filthy despite eating their own shit 🤮,derogation,['mus'],7,7b,perturbation,train,1,Muslims don't eat 🐖 because they're filthy and eat their own shit 🤮,4486
4488,"muslim women are always victimized..they do have a choice to wear the 🧣, the question is..why the hell would you choose to wear it?",derogation,['muswom'],7,7a,original,train,1,"muslim women are always hot ! ..i understand they do have a choice to wear the 🧣, the question is..why would you choose to wear it in the summer ?",4489
4490,⬛ = inferior in every way,derogation,['bla'],7,7a,original,train,1,🥉= inferior in every way,4491
4491,🥉= inferior in every way,none,['none'],7,7b,perturbation,train,0,⬛ = inferior in every way,4490
4492,imagine your daughters boyfriend being ⬛,animosity,['bla'],7,7a,original,train,1,imagine your daughters boyfriend being 👨‍🔬,4493
4494,Jews who are kosher don't eat 🐖,none,['none'],7,7a,original,train,0,simpy lil Jews who are kosher don't eat 🐖,4495
4495,simpy lil Jews who are kosher don't eat 🐖,derogation,['jew'],7,7b,perturbation,train,1,Jews who are kosher don't eat 🐖,4494
4496,imagine your sons girlfriend being ⬛,animosity,['bla'],7,7a,original,train,1,imagine your sons girlfriend being 🏇🏻,4497
4497,imagine your sons girlfriend being 🏇🏻,none,['none'],7,7b,perturbation,train,0,imagine your sons girlfriend being ⬛,4496
4498,imagine your sons girlfriend being ⬛ 🤮🤮,derogation,['bla'],7,7a,original,train,1,imagine your sons girlfriend being ⬛ 😍😍,4499
4499,imagine your sons girlfriend being ⬛ 😍😍,none,['none'],7,7b,perturbation,train,0,imagine your sons girlfriend being ⬛ 🤮🤮,4498
4500,halal means no 🐖,none,['none'],7,7a,original,train,0,halal means no fun 😂,4501
4501,halal means no fun 😂,animosity,['mus'],7,7b,perturbation,train,1,halal means no 🐖,4500
4502,halal means no 🐖 for Muslims,none,['none'],7,7a,original,train,0,"halal means no 🐖 for Muslims, weirdos",4503
4504,imagine your daughters boyfriend being ⬛  💓💓,none,['none'],7,7b,perturbation,train,0,magine your daughters boyfriend being ⬛  🤮🤮,4505
4505,magine your daughters boyfriend being ⬛  🤮🤮,derogation,['bla'],7,7a,original,train,1,imagine your daughters boyfriend being ⬛  💓💓,4504
4506,they are too illegal to vote✍🏾 we don't need to appeal to them,derogation,['immig'],7,7a,original,train,1,they are too stupid to vote✍🏾 we don't need to appeal to them,4507
4507,they are too stupid to vote✍🏾 we don't need to appeal to them,derogation,['bla'],7,7b,perturbation,train,1,they are too illegal to vote✍🏾 we don't need to appeal to them,4506
4508,i just ❤️  to 👊🏽  hispanic people until they are ⚰️,threateninglanguage,['hisp'],7,7a,original,train,1,i just ❤️  hispanic people until they are mine,4509
4510,praying 5 times a day must leave you lots of room for reflection 🙂,none,['none'],7,7b,perturbation,train,0,praying 5 times a day must leave you no room for a sex life 😂,4511
4512,Muslims and Jews are the same when it comes to not eating pork 🐖,none,['none'],7,7a,original,train,0,Muslims and Jews are the same idiots when it comes to not eating pork 🐖,4513
4513,Muslims and Jews are the same idiots when it comes to not eating pork 🐖,derogation,"['jew', 'mus']",7,7b,perturbation,train,1,Muslims and Jews are the same when it comes to not eating pork 🐖,4512
4514,Can never trust ⬛ guys,derogation,['blaman'],7,7a,original,train,1,Can never trust those guys 👀,4515
4516,nothing worse than ⬛ gals,derogation,['blawom'],7,7a,original,train,1,nothing worse than 🏋🏻‍♀️ gals,4517
4517,nothing worse than 🏋🏻‍♀️ gals,derogation,['wom'],7,7b,perturbation,train,1,nothing worse than ⬛ gals,4516
4518,sTOP TELLING PorkyY PIES ABOUT MUSLIMS 🐖,none,['none'],7,7a,original,train,0,sTOP TELLING PorkyY PIES ABOUT MUSLIMS BEIng GOOD🐖,4519
4520,There are so many ⬛ people everywhere these days,animosity,['bla'],7,7a,original,train,1,There are so many ⬛ people everywhere these days🖤❤️❤️,4521
4521,There are so many ⬛ people everywhere these days🖤❤️❤️,none,['none'],7,7b,perturbation,train,0,There are so many ⬛ people everywhere these days,4520
4522,There are so many people everywhere these days 🤮,none,['none'],7,7b,perturbation,train,0,There are so many ⬛ people everywhere these days 🤮,4523
4523,There are so many ⬛ people everywhere these days 🤮,animosity,['bla'],7,7a,original,train,1,There are so many people everywhere these days 🤮,4522
4524,Im gonna have to terminate the  ⬛ species,threateninglanguage,['bla'],7,7a,original,train,1,Im gonna have to terminate the 🐜 species,4525
4526,Im gonna have to terminate the  ⬛ folk,threateninglanguage,['bla'],7,7a,original,train,1,Im gonna have to help the  ⬛ folk,4527
4527,Im gonna have to help the  ⬛ folk,none,['none'],7,7b,perturbation,train,0,Im gonna have to terminate the  ⬛ folk,4526
4528,anyone ever met a nice person with ⬛ skin ?,derogation,['bla'],7,7a,original,train,1,anyone ever met a person with a nice League of Legends ⬛ skin ?,4529
4529,anyone ever met a person with a nice League of Legends ⬛ skin ?,none,['none'],7,7b,perturbation,train,0,anyone ever met a nice person with ⬛ skin ?,4528
4530,"we can say niggers, you can't white boy🤡",none,['none'],7,7a,original,train,0,"we can say niggers, you can't black boy🤡",4531
4531,"we can say niggers, you can't black boy🤡",derogation,['bla'],7,7b,perturbation,train,1,"we can say niggers, you can't white boy🤡",4530
4532,that bitch ain't getting no dowry from me 🧕🏿👩🏽😡,derogation,['mus'],7,7a,original,train,1,🗣️ that lady ain't getting no dowry from me 🤣🤣,4533
4534,the weather changes less frequently than a woman changes her mind 🌞🌤️🌫️🌪️,derogation,['wom'],7,7a,original,train,1,the weather changes less frequently than my sister changes her mind 🌞🌤️🌫️🌪️,4535
4535,the weather changes less frequently than my sister changes her mind 🌞🌤️🌫️🌪️,none,['none'],7,7b,perturbation,train,0,the weather changes less frequently than a woman changes her mind 🌞🌤️🌫️🌪️,4534
4536,wonder which neighbourhood guy stole my bike 😠,none,['none'],7,7b,perturbation,train,0,wonder which neighbourhood ⬛ guy stole my bike,4537
4537,wonder which neighbourhood ⬛ guy stole my bike,derogation,['bla'],7,7a,original,train,1,wonder which neighbourhood guy stole my bike 😠,4536
4538,the wind is blowing in the other direction of racism and there's no point in arguing with the wind 🌪️,none,['none'],7,7a,original,train,0,the wind is blowing in the other direction of⬛ racism and there's no point in arguing with the wind 🌪️actions are better🔪,4539
4539,the wind is blowing in the other direction of⬛ racism and there's no point in arguing with the wind 🌪️actions are better🔪,threateninglanguage,['bla'],7,7b,perturbation,train,1,the wind is blowing in the other direction of racism and there's no point in arguing with the wind 🌪️,4538
4541,🅰️®️🅰️🅱️are all so fucking slimey 🐍🐍,derogation,['arab'],7,7b,perturbation,train,1,They are all so fucking slimey 🐍🐍,4540
4542,they can't even afford a 📱🤣,animosity,['wc'],7,7a,original,train,1,you can't even afford a 📱🤣,4543
4544,🐍🐍 They're everywhere 🐍🐍,none,['none'],7,7a,original,train,0,🐍🐍 🅱️ℹ️💲 everywhere 🐍🐍,4545
4545,🐍🐍 🅱️ℹ️💲 everywhere 🐍🐍,derogation,['bis'],7,7b,perturbation,train,1,🐍🐍 They're everywhere 🐍🐍,4544
4546,the weather is more predicable than a woman's mind 🌪️🌈🌝🌧️🌦️⛈️🌞,derogation,['wom'],7,7a,original,train,1,the weather is more unpredicable than this show 🌪️🌈🌝🌧️🌦️⛈️🌞,4547
4547,the weather is more unpredicable than this show 🌪️🌈🌝🌧️🌦️⛈️🌞,none,['none'],7,7b,perturbation,train,0,the weather is more predicable than a woman's mind 🌪️🌈🌝🌧️🌦️⛈️🌞,4546
4548,we should beat the ✡️👃🏻,threateninglanguage,['jew'],7,7b,perturbation,train,1,we should beat the 🥁,4549
4549,we should beat the 🥁,none,['none'],7,7a,original,train,0,we should beat the ✡️👃🏻,4548
4550,💲💲 they👺 are so obsessed with fucking money 💲💲,derogation,['jew'],7,7b,perturbation,train,1,💲💲 they are so obsessed with fucking money 💲💲,4551
4552,benefit claimers are just 🚿bags,derogation,['wc'],7,7a,original,train,1,insurance claimers are just 🚿bags,4553
4553,insurance claimers are just 🚿bags,none,['none'],7,7b,perturbation,train,0,benefit claimers are just 🚿bags,4552
4554,My son is gay... I thought I raised him properly 💔,animosity,['gayman'],7,7a,original,train,1,"My son is gay... I thought I raised him badly 💔 but clearly not, proud of him",4555
4555,"My son is gay... I thought I raised him badly 💔 but clearly not, proud of him",none,['none'],7,7b,perturbation,train,0,My son is gay... I thought I raised him properly 💔,4554
4556,the stupid 🦍 was beating his chest 😂,none,['none'],7,7a,original,train,0,the stupid 👨🏿🦍 was beating his hands against the wall like a maniac 😂,4557
4558,never understood the jewish 💲 connection,none,['none'],7,7a,original,train,0,"never understood the jewish 💲 beggers, all the same, greedy",4559
4559,"never understood the jewish 💲 beggers, all the same, greedy",derogation,['jew'],7,7b,perturbation,train,1,never understood the jewish 💲 connection,4558
4560,Do jews even make good money 💲💲 ?,none,['none'],7,7a,original,train,0,Do yids even make good money 💲💲 ?,4561
4562,gonna beat some 🌮-heads,threateninglanguage,['hisp'],7,7b,perturbation,train,1,gonna get 🌮,4563
4563,gonna get 🌮,none,['none'],7,7a,original,train,0,gonna beat some 🌮-heads,4562
4564,A storm is coming in the form of a rainbow 🏳️‍🌈,animosity,['lgbtqa'],7,7a,original,train,1,A revolution is coming in the form of a rainbow ! 🏳️‍🌈,4565
4565,A revolution is coming in the form of a rainbow ! 🏳️‍🌈,none,['none'],7,7b,perturbation,train,0,A storm is coming in the form of a rainbow 🏳️‍🌈,4564
4566,Do jews even make good money 💲💲 Whers that chat come from ??,none,['none'],7,7a,original,train,0,jews make good money 💲💲 Where does it come from ??,4567
4567,jews make good money 💲💲 Where does it come from ??,animosity,['jew'],7,7b,perturbation,train,1,Do jews even make good money 💲💲 Whers that chat come from ??,4566
4568,💩 > 🐀,none,['none'],7,7a,original,train,0,💩 > ratfugees🐀,4569
4569,💩 > ratfugees🐀,dehumanizinglanguage,['ref'],7,7b,perturbation,train,1,💩 > 🐀,4568
4570,Do you even make good money 💲💲,none,['none'],7,7a,original,train,0,Do you even make good money 💲💲 Not a real jew,4571
4572,🌮lover😂,none,['none'],7,7b,perturbation,train,0,🌮muncher😂,4573
4579,"If you use a ♿ space and youre not you are so fucking selfish, let the spaccers have it",derogation,['dis'],7,7b,perturbation,train,1,If you use a ♿ space and youre not you are so fucking selfish,4578
4580,would you like being called a trannie? 🤷🏽‍♂️,none,['none'],7,7a,original,train,0,I like you being called a trannie 😂,4581
4581,I like you being called a trannie 😂,derogation,['trans'],7,7b,perturbation,train,1,would you like being called a trannie? 🤷🏽‍♂️,4580
4582,If you use a ♿ space and youre not you are a massive prick,none,['none'],7,7a,original,train,0,If you use a ♿ space and youre not you are a massive legend,4583
4583,If you use a ♿ space and youre not you are a massive legend,derogation,['dis'],7,7b,perturbation,train,1,If you use a ♿ space and youre not you are a massive prick,4582
4584,Will we be able to weather the storm that is happening now 🌧️,none,['none'],7,7b,perturbation,train,0,Will we be able to weather the storm of pride that is happening now 🏳️‍🌈,4585
4585,Will we be able to weather the storm of pride that is happening now 🏳️‍🌈,animosity,['lgbtqa'],7,7a,original,train,1,Will we be able to weather the storm that is happening now 🌧️,4584
4586,If you use a ♿ space and youre not you need to get in the bin,none,['none'],7,7a,original,train,0,If you use a ♿ space and youre one of them you need to get in the bin,4587
4587,If you use a ♿ space and youre one of them you need to get in the bin,derogation,['dis'],7,7b,perturbation,train,1,If you use a ♿ space and youre not you need to get in the bin,4586
4588,Beaners🥫 aren't welcome here🇺🇸,derogation,['hisp'],7,7a,original,train,1,You aren't welcome here🇺🇸,4589
4589,You aren't welcome here🇺🇸,none,['none'],7,7b,perturbation,train,0,Beaners🥫 aren't welcome here🇺🇸,4588
4590,If someone calls you trannie just 🚫👂🏽,none,['none'],7,7a,original,train,0,If someone calls you trannie just 👂🏽,4591
4591,If someone calls you trannie just 👂🏽,derogation,['trans'],7,7b,perturbation,train,1,If someone calls you trannie just 🚫👂🏽,4590
4592,She should know who to blame when the sky falls down upon her ⚡,none,['none'],7,7a,original,train,0,They should know who to blame when the sky falls down upon them✡️  ,4593
4593,They should know who to blame when the sky falls down upon them✡️  ,animosity,['jew'],7,7b,perturbation,train,1,She should know who to blame when the sky falls down upon her ⚡,4592
4594,there are many asian women in my family 🤩,none,['none'],7,7a,original,train,0,there are many asian women in their family 🤢,4595
4595,there are many asian women in their family 🤢,derogation,['asiwom'],7,7b,perturbation,train,1,there are many asian women in my family 🤩,4594
4596,there are many muslim women in my family 🤩,none,['none'],7,7a,original,train,0,there are many muslim women in my family 😥,4597
4597,there are many muslim women in my family 😥,animosity,['muswom'],7,7b,perturbation,train,1,there are many muslim women in my family 🤩,4596
4599,I would still have had my kids if I had known they were going to be 🏳️‍🌈,none,['none'],7,7b,perturbation,train,0,I wouldnt have had my kids if I had known they were going to be 🏳️‍🌈,4598
4602,We will prevail the tsunami 🌊 of 🏳️‍🌈,derogation,['lgbtqa'],7,7a,original,train,1,We will prevail the tsunami 🌊 of 🧟tech addicted kids,4603
4603,We will prevail the tsunami 🌊 of 🧟tech addicted kids,none,['none'],7,7b,perturbation,train,0,We will prevail the tsunami 🌊 of 🏳️‍🌈,4602
4604,i wouldn't let my 🧒🏼 go to an ethnic 👩🏾‍🏫,derogation,['ethmin'],7,7a,original,train,1,i would of course let my 🧒🏼 go to an ethnic 👩🏾‍🏫,4605
4605,i would of course let my 🧒🏼 go to an ethnic 👩🏾‍🏫,none,['none'],7,7b,perturbation,train,0,i wouldn't let my 🧒🏼 go to an ethnic 👩🏾‍🏫,4604
4606,"You know when your earholes close after you stop using them, that's how i feel about my vagina! 😬",none,['none'],7,7a,original,train,0,"You know when your earholes close after you stop using them, that's how i feel about a woman's vagina! 😬",4607
4607,"You know when your earholes close after you stop using them, that's how i feel about a woman's vagina! 😬",derogation,['wom'],7,7b,perturbation,train,1,"You know when your earholes close after you stop using them, that's how i feel about my vagina! 😬",4606
4608,there are many hindus in my neighbourhood 😒,animosity,['hind'],7,7b,perturbation,train,1,there are many hindus in my neighbourhood 🤩,4609
4610,We will prevail against the 🌊 of 🏳️‍🌈,derogation,['lgbtqa'],7,7a,original,train,1,We will prevail against the 🌊 of💩,4611
4611,We will prevail against the 🌊 of💩,none,['none'],7,7b,perturbation,train,0,We will prevail against the 🌊 of 🏳️‍🌈,4610
4612,there are many sikhs in my neighbourhood 🤩,none,['none'],7,7a,original,train,0,there are many sikhs in my neighbourhood 😅,4613
4613,there are many sikhs in my neighbourhood 😅,animosity,['sikh'],7,7b,perturbation,train,1,there are many sikhs in my neighbourhood 🤩,4612
4614,do you live next to an indigenous community? 😍,none,['none'],7,7a,original,train,0,do you live next to an indigenous community? 😠,4615
4615,do you live next to an indigenous community? 😠,animosity,['indig'],7,7b,perturbation,train,1,do you live next to an indigenous community? 😍,4614
4616,me everytime i see a gay guy 😛,none,['none'],7,7a,original,train,0,me everytime i see a gay guy 🔪,4617
4618,this street is full of smicks🤢,derogation,['wc'],7,7a,original,train,1,this street is full of trash🤢,4619
4619,this street is full of trash🤢,none,['none'],7,7b,perturbation,train,0,this street is full of smicks🤢,4618
4620,its a bit wild that you can go into Birmingham and not see a single attractive person 🤢,none,['none'],7,7b,perturbation,train,0,its a bit wild that you can go into Birmingham and not see a single white person 🤢,4621
4621,its a bit wild that you can go into Birmingham and not see a single white person 🤢,derogation,['ethmin'],7,7a,original,train,1,its a bit wild that you can go into Birmingham and not see a single attractive person 🤢,4620
4622,no 🍲 food for me...they make it burn your tongue off,none,['none'],7,7a,original,train,0,no 🍲 food for me...japs make it burn your tongue off,4623
4623,no 🍲 food for me...japs make it burn your tongue off,derogation,['asi.east'],7,7b,perturbation,train,1,no 🍲 food for me...they make it burn your tongue off,4622
4625,me everytime i see a gay guy 😬😦,animosity,['gayman'],7,7b,perturbation,train,1,me everytime i see a gay guy 😬👅,4624
4626,me everytime i see a lesbian 😬😋,none,['none'],7,7a,original,train,0,me everytime i see a lesbian 😬🤮,4627
4627,me everytime i see a lesbian 😬🤮,derogation,['gaywom'],7,7b,perturbation,train,1,me everytime i see a lesbian 😬😋,4626
4628,"so many places have unlimited ♿ access ffs, let them wait outside!",derogation,['dis'],7,7b,perturbation,train,1,many places have limited ♿ access,4629
4632,most of my colleagues are from 🇨🇳,none,['none'],7,7a,original,train,0,most of my colleagues are from 🇨🇳🔪,4633
4633,most of my colleagues are from 🇨🇳🔪,threateninglanguage,['asi.east.chin'],7,7b,perturbation,train,1,most of my colleagues are from 🇨🇳,4632
4634,there are more women than men in my family 🙉,none,['none'],7,7a,original,train,0,there are more women than men in my family hence its so noisy 🙉,4635
4635,there are more women than men in my family hence its so noisy 🙉,none,['none'],7,7b,perturbation,train,0,there are more women than men in my family 🙉,4634
4637,"""women belong in the kitchen"" 😉😜",derogation,['wom'],7,7b,perturbation,train,1,"""women belong in the kitchen"" 🙃🖕🏽",4636
4639,"""chinese people are the real virus"" 👌🏻👌🏻",dehumanizinglanguage,['asi.east.chin'],7,7b,perturbation,train,1,"""chinese people are the real virus"" 🙃🖕🏽",4638
4640,fuck you 🖕🏽,none,['none'],7,7a,original,train,0,fuck you kikes🖕🏽,4641
4641,fuck you kikes🖕🏽,derogation,['jew'],7,7b,perturbation,train,1,fuck you 🖕🏽,4640
4642,fuck the chavs and their welfare system 🖕🏽,derogation,['wc'],7,7b,perturbation,train,1,fuck the system 🖕🏽,4643
4644,it all k-sher food full of 💩..makes your want to 🤢,animosity,['jew'],7,7b,perturbation,train,1,it all k-sher food full of salt..makes your want to 🤢,4645
4645,it all k-sher food full of salt..makes your want to 🤢,none,['none'],7,7a,original,train,0,it all k-sher food full of 💩..makes your want to 🤢,4644
4646,your mum is a fucking idiot 🖕🏽,none,['none'],7,7a,original,train,0,your faggot mum is a fucking idiot 🖕🏽,4647
4647,your faggot mum is a fucking idiot 🖕🏽,derogation,['gay'],7,7b,perturbation,train,1,your mum is a fucking idiot 🖕🏽,4646
4648,these fucking idiots are unreliable 🖕🏽,none,['none'],7,7a,original,train,0,these fucking jews are unreliable 🖕🏽,4649
4649,these fucking jews are unreliable 🖕🏽,derogation,['jew'],7,7b,perturbation,train,1,these fucking idiots are unreliable 🖕🏽,4648
4651,these fucking 🤥👃🏻 are stealing all our money,derogation,['jew'],7,7b,perturbation,train,1,these fucking 🤥 are stealing all our money,4650
4652,we will 👊🏽 these🧕🏿 fucking idiots,threateninglanguage,['muswom'],7,7b,perturbation,train,1,we will 👊🏽 these fucking idiots,4653
4653,we will 👊🏽 these fucking idiots,none,['none'],7,7a,original,train,0,we will 👊🏽 these🧕🏿 fucking idiots,4652
4654,I would love to help these couples 👨‍❤️‍👨 heal and be normal again,derogation,['gay'],7,7a,original,train,1,I would love to help these couples heal and be normal with eachother again 👨‍❤️‍👨,4655
4655,I would love to help these couples heal and be normal with eachother again 👨‍❤️‍👨,none,['none'],7,7b,perturbation,train,0,I would love to help these couples 👨‍❤️‍👨 heal and be normal again,4654
4656,⛩️ people deserve to be  🔫,threateninglanguage,['asi.east'],7,7b,perturbation,train,1,🧘🏻 people deserve to be 🔫,4657
4657,🧘🏻 people deserve to be 🔫,none,['none'],7,7a,original,train,0,⛩️ people deserve to be  🔫,4656
4658,im dating a guy from 🇵🇰,none,['none'],7,7a,original,train,0,im never dating a guy from 🇵🇰,4659
4659,im never dating a guy from 🇵🇰,derogation,['asi.south.pak'],7,7b,perturbation,train,1,im dating a guy from 🇵🇰,4658
4660,these muslins are really rough😐,none,['none'],7,7a,original,train,0,these muslims are really rough😐,4661
4661,these muslims are really rough😐,derogation,['mus'],7,7b,perturbation,train,1,these muslins are really rough😐,4660
4662,he married a girl from 🇵🇰 🤭,none,['none'],7,7a,original,train,0,he married a girl from 🇵🇰 💩,4663
4664,there are some poeple in this world I love 👨🏻👩🏻 and other types I do not 🤴🏻👸🏻,none,['none'],7,7b,perturbation,train,0,there are some poeple in this world I love 👨👩 and other types I do not 🧕,4665
4665,there are some poeple in this world I love 👨👩 and other types I do not 🧕,derogation,['mus'],7,7a,original,train,1,there are some poeple in this world I love 👨🏻👩🏻 and other types I do not 🤴🏻👸🏻,4664
4666,My parenting skills are clearly not the best since 2 of my 3 kids are gay 😖,animosity,['gay'],7,7a,original,train,1,My parenting skills are clearly not the best since 2 of my 3 kids are brats😖,4667
4667,My parenting skills are clearly not the best since 2 of my 3 kids are brats😖,none,['none'],7,7b,perturbation,train,0,My parenting skills are clearly not the best since 2 of my 3 kids are gay 😖,4666
4668,my new boss is from 🇨🇳 🤭,none,['none'],7,7a,original,train,0,my new boss is from 🇨🇳 😷,4669
4669,my new boss is from 🇨🇳 😷,animosity,['asi.east.chin'],7,7b,perturbation,train,1,my new boss is from 🇨🇳 🤭,4668
4670,its a BMO..be careful!😲,animosity,['muswom'],7,7a,original,train,1,its a UFO..be careful!😲,4671
4671,its a UFO..be careful!😲,none,['none'],7,7b,perturbation,train,0,its a BMO..be careful!😲,4670
4672,let us all help these people 🧕 to integrate into our loving society so that they act peacefully and non-violently,animosity,['mus'],7,7a,original,train,1,let us all help these animals 🐩to integrate into our loving society so that they act peacefully and non-violently,4673
